"", "00:00", "9", "Colin Kinzer", "", ""






'+++++++++++++++++++++
Qualify
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Qualify"
Track:, "vn_st_petersburg, formula_e"
Pole, "bright(01:05.8070)"
Lasted laps, "9"
Host, "Unknown"



Qualify result
'======================
Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "ASML McLaren Racing", "vrc_formula_lithium_2023_csp", "bright", "9", "01:05.8070", "-",
"2",   "", "", "vrc_formula_lithium_2023_csp", "Jens Beetsma", "8", "01:05.9260", "00:00.1190",
"3",   "", "Bugatti Rimac", "vrc_formula_lithium_2023_csp", "novic", "6", "01:06.3450", "00:00.5380",
"4",   "", "River Racing", "vrc_formula_lithium_2023_csp", "Mateusz Wasik", "7", "01:06.3680", "00:00.5610",
"5",   "", "ASML McLaren Racing", "vrc_formula_lithium_2023_csp", "Darkzi", "7", "01:06.4180", "00:00.6110",
"6",   "", "River Racing", "vrc_formula_lithium_2023_csp", "Josh Brookes", "7", "01:06.5240", "00:00.7170",
"7",   "", "Delta Airlines Korean Air Racing", "vrc_formula_lithium_2023_csp", "Colin Kinzer", "5", "01:06.6880", "00:00.8810",
"8",   "", "ASDA United", "vrc_formula_lithium_2023_csp", "cndelta", "9", "01:06.9770", "00:01.1700",
"9",   "", "Holden Racing Team", "vrc_formula_lithium_2023_csp", "Nahteyue", "8", "01:06.9960", "00:01.1890",
"10",   "", "Leftest Turn Right", "vrc_formula_lithium_2023_csp", "Alfie Bevan", "7", "01:07.0260", "00:01.2190",
"11",   "", "Polaris Motorsport", "vrc_formula_lithium_2023_csp", "Ali YARDIMCI", "9", "01:07.1790", "00:01.3720",
"12",   "", "Bugatti Rimac", "vrc_formula_lithium_2023_csp", "Tareek", "9", "01:07.1820", "00:01.3750",
"13",   "", "Silver Racing Club", "vrc_formula_lithium_2023_csp", "Miguel Soto", "8", "01:07.2910", "00:01.4840",
"14",   "", "Penaldo Penalty Motorsports", "vrc_formula_lithium_2023_csp", "Shane Ross", "8", "01:07.7830", "00:01.9760",
"15",   "", "Delta Airline Korean Air Racing", "vrc_formula_lithium_2023_csp", "Alexander Sze", "6", "01:07.8260", "00:02.0190",
"16",   "", "", "vrc_formula_lithium_2023_csp", "radspad113", "5", "01:09.0690", "00:03.2620",
"17",   "", "Polaris Motorsport", "vrc_formula_lithium_2023_csp", "toguapotobo", "9", "01:09.2650", "00:03.4580",
"18",   "", "Le Samurai Motorsport", "vrc_formula_lithium_2023_csp", "Viktor Nightingale", "0", "-", "-",
"19",   "", "Holden Racing Team", "vrc_formula_lithium_2023_csp", "Cameron McIntyre", "0", "-", "-",
"20",   "", "Penaldo Penalty Motorsports", "vrc_formula_lithium_2023_csp", "Nick Chin", "0", "-", "-",
"21",   "", "Celestia Motorsport", "vrc_formula_lithium_2023_csp", "Law Loki", "0", "-", "-",
"22",   "", "Gabagool Racing", "vrc_formula_lithium_2023_csp", "Ks", "0", "-", "-",
"23",   "", "Silver Racing Club", "vrc_formula_lithium_2023_csp", "Diego Domingo", "0", "-", "-",
"24",   "", "Celestia Motorsport", "vrc_formula_lithium_2023_csp", "Skyp Cooper", "0", "-", "-",
"25",   "", "Gabagool Racing", "vrc_formula_lithium_2023_csp", "Genius", "0", "-", "-",
"26",   "", "Leftest Turn Right", "vrc_formula_lithium_2023_csp", "potatolad165", "0", "-", "-",
"27",   "", "Le Samurai Motorsport", "vrc_formula_lithium_2023_csp", "Veit Kolbe", "0", "-", "-",
"28",   "", "STREAMER", "vrc_formula_lithium_2023_csp", "Moskito1116", "0", "-", "-",

Qualify laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"bright"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:20.9590", "33.0160", "22.7700", "25.1730",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.2360", "18.8880", "22.2650", "25.0830",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:05.8920", "18.8170", "22.0910", "24.9840",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:05.8930", "18.7550", "22.1670", "24.9710",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:24.1020", "36.7620", "22.2840", "25.0560",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:13.0530", "18.7560", "22.1750", "32.1220",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:05.9700", "18.7820", "22.1050", "25.0830",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:26.5800", "38.9380", "22.3070", "25.3350",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:05.8070", "18.8410", "22.0050", "24.9610",  "F:ST - R:ST",     "0 ",  
Average,,,"01:12.7213", "24.6172", "22.2410", "25.8631"
Best possible,,, "01:05.7210", "18.7550", "22.0050", "24.9610"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Jens Beetsma"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:22.4490", "34.1680", "22.7290", "25.5520",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.3630", "19.8890", "22.4690", "26.0050",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.5580", "18.9840", "22.3420", "25.2320",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.0730", "18.7730", "22.1140", "25.1860",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:05.9260", "18.6980", "22.2030", "25.0250",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5260", "19.4630", "22.7660", "27.2970",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.9550", "18.6400", "22.9000", "26.4150",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2860", "19.0730", "22.2300", "25.9830",  "F:ST - R:ST",     "0 ",  
Average,,,"01:09.2670", "20.9610", "22.4691", "25.8369"
Best possible,,, "01:05.7790", "18.6400", "22.1140", "25.0250"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"novic"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.0490", "18.4320", "22.9590", "25.6580",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.5310", "18.8530", "22.4050", "25.2730",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.9150", "18.8450", "22.8880", "25.1820",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:14.7630", "18.9260", "30.2000", "25.6370",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:31.9300", "43.6590", "22.6070", "25.6640",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.3450", "18.8780", "22.2300", "25.2370",  "F:ST - R:ST",     "0 ",  
Average,,,"01:12.2555", "22.9322", "23.8815", "25.4418"
Best possible,,, "01:05.8440", "18.4320", "22.2300", "25.1820"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Mateusz Wasik"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.1360", "22.5940", "22.4050", "25.1370",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.7830", "19.1050", "22.5000", "25.1780",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.9320", "18.9890", "22.6220", "25.3210",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "02:23.6880", "90.3170", "22.4420", "30.9290",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.6160", "19.8800", "22.3840", "26.3520",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.9230", "19.1470", "22.5180", "25.2580",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.3680", "18.8940", "22.3650", "25.1090",  "F:ST - R:ST",     "0 ",  
Average,,,"01:18.4923", "29.8466", "22.4623", "26.1834"
Best possible,,, "01:06.3680", "18.8940", "22.3650", "25.1090"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Darkzi"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:31.3090", "43.1590", "22.7570", "25.3930",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.4300", "18.9230", "22.3290", "25.1780",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:27.4130", "38.8230", "22.7520", "25.8380",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.4420", "52.5800", "22.4240", "25.4380",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.4180", "18.8890", "22.3200", "25.2090",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "02:06.2530", "77.7840", "22.9990", "25.4700",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.8260", "19.0140", "22.5710", "25.2410",  "F:ST - R:ST",     "0 ",  
Average,,,"01:26.4415", "38.4531", "22.5931", "25.3953"
Best possible,,, "01:06.3870", "18.8890", "22.3200", "25.1780"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Josh Brookes"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:18.9160", "30.1040", "22.9230", "25.8890",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.1990", "19.0810", "22.5220", "25.5960",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.6830", "19.0640", "22.3250", "25.2940",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.1430", "21.6700", "22.9450", "26.5280",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.5240", "18.9320", "22.3790", "25.2130",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:20.6160", "24.6180", "24.5510", "31.4470",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "02:01.6300", "70.8840", "22.5040", "28.2420",  "F:ST - R:ST",     "0 ",  
Average,,,"01:18.9587", "29.1933", "22.8784", "26.8870"
Best possible,,, "01:06.4700", "18.9320", "22.3250", "25.2130"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Colin Kinzer"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.8760", "19.7710", "22.5230", "25.5820",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.8030", "19.1260", "22.3060", "25.3710",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.6880", "19.0330", "22.2340", "25.4210",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:25.6050", "19.1570", "32.1890", "34.2590",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.7750", "18.9180", "22.4230", "25.4340",  "F:ST - R:ST",     "0 ",  
Average,,,"01:10.7494", "19.2010", "24.3350", "27.2134"
Best possible,,, "01:06.5230", "18.9180", "22.2340", "25.3710"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"cndelta"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:15.1460", "23.4820", "23.1440", "28.5200",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2420", "19.3570", "22.5810", "25.3040",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.9770", "19.0930", "22.5720", "25.3120",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.3580", "19.2940", "22.6390", "25.4250",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9600", "18.9830", "22.5900", "28.3870",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:48.1440", "59.3900", "23.0000", "25.7540",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.4620", "19.4840", "22.9640", "26.0140",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2010", "19.1500", "22.4690", "25.5820",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.1390", "19.4190", "22.5940", "27.1260",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"01:13.2921", "24.1836", "22.7281", "26.3804"
Best possible,,, "01:06.7560", "18.9830", "22.4690", "25.3040"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nahteyue"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:14.0040", "24.1070", "23.4000", "26.4970",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.8680", "19.4710", "22.4550", "25.9420",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.5020", "19.1270", "22.4870", "25.8880",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "02:10.7010", "82.2900", "22.6890", "25.7220",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2790", "19.1330", "22.6710", "25.4750",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.0020", "19.1710", "22.3970", "25.4340",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.4550", "19.2950", "22.3520", "25.8080",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:06.9960", "19.1070", "22.4280", "25.4610",  "F:ST - R:ST",     "0 ",  
Average,,,"01:16.1009", "27.7126", "22.6099", "25.7784"
Best possible,,, "01:06.8930", "19.1070", "22.3520", "25.4340"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alfie Bevan"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:30.7290", "40.7160", "23.8720", "26.1410",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:20.5760", "31.9400", "22.8380", "25.7980",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.8260", "19.4240", "22.5770", "25.8250",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.4660", "56.0050", "22.8600", "25.6010",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.4720", "19.5210", "22.4720", "25.4790",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.0260", "19.3030", "22.4690", "25.2540",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2430", "19.3670", "22.4280", "25.4480",  "F:ST - R:ST",     "0 ",  
Average,,,"01:17.9054", "29.4680", "22.7880", "25.6494"
Best possible,,, "01:06.9850", "19.3030", "22.4280", "25.2540"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ali YARDIMCI"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:15.6130", "25.9960", "23.6020", "26.0150",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.9110", "19.3870", "22.9320", "25.5920",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.7330", "19.0790", "23.1940", "25.4600",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:17.1580", "27.0460", "23.7690", "26.3430",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1620", "19.4540", "23.0940", "25.6140",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.9530", "19.3840", "23.0810", "25.4880",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.7060", "19.3140", "22.9500", "25.4420",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.1790", "19.0240", "22.6850", "25.4700",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.5260", "18.9170", "22.5680", "26.0410",  "F:ST - R:ST",     "0 ",  
Average,,,"01:09.6601", "20.8446", "23.0972", "25.7183"
Best possible,,, "01:06.9270", "18.9170", "22.5680", "25.4420"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Tareek"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.9760", "22.3760", "23.0220", "26.5780",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.9630", "19.5930", "22.7960", "25.5740",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:13.0050", "19.2480", "22.3920", "31.3650",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.4720", "19.2330", "22.6070", "25.6320",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:22.5550", "32.8750", "23.5350", "26.1450",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.1820", "19.0810", "22.5140", "25.5870",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.3490", "19.1470", "23.5760", "26.6260",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2440", "19.3560", "22.3870", "25.5010",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.3130", "19.2000", "22.5900", "25.5230",  "F:ST - R:ST",     "0 ",  
Average,,,"01:10.4509", "21.1232", "22.8243", "26.5034"
Best possible,,, "01:06.9690", "19.0810", "22.3870", "25.5010"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Miguel Soto"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:41.6550", "50.9390", "23.2160", "27.5000",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4440", "20.8710", "22.7330", "25.8400",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:15.8610", "27.1430", "22.7440", "25.9740",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1610", "19.9390", "22.6220", "25.6000",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.4060", "19.5360", "22.4680", "25.4020",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.1420", "48.9760", "23.2200", "26.9460",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1710", "19.7290", "22.7200", "25.7220",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.2910", "19.1590", "22.4330", "25.6990",  "F:ST - R:ST",     "0 ",  
Average,,,"01:17.1414", "28.2865", "22.7695", "26.0854"
Best possible,,, "01:06.9940", "19.1590", "22.4330", "25.4020"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Shane Ross"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:18.7540", "28.9700", "23.1310", "26.6530",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.0770", "19.6080", "22.7510", "25.7180",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.8390", "19.4050", "22.4950", "25.9390",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2540", "21.4780", "22.8460", "25.9300",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.6650", "20.3040", "22.6570", "25.7040",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1220", "19.3460", "22.8870", "25.8890",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1450", "19.4990", "22.6530", "25.9930",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.7830", "19.5070", "22.5860", "25.6900",  "F:ST - R:ST",     "0 ",  
Average,,,"01:09.7049", "21.0146", "22.7508", "25.9395"
Best possible,,, "01:07.5310", "19.3460", "22.4950", "25.6900"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alexander Sze"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:26.3990", "33.5060", "24.0850", "28.8080",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.6900", "19.6590", "22.9580", "26.0730",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1590", "19.4330", "22.9510", "25.7750",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.8260", "19.4250", "23.0350", "25.3660",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "02:54.4360", "124.4910", "23.6160", "26.3290",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.8870", "19.6620", "23.0310", "26.1940",  "F:ST - R:ST",     "0 ",  
Average,,,"01:29.0662", "39.3627", "23.2793", "26.4242"
Best possible,,, "01:07.7420", "19.4250", "22.9510", "25.3660"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"radspad113"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "03:34.5200", "156.3760", "23.0900", "35.0540",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.0690", "20.1080", "23.1800", "25.7810",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "02:26.4520", "93.4420", "23.5710", "29.4390",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0080", "20.3180", "23.4950", "26.1950",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:21.5130", "19.4170", "35.6720", "26.4240",  "F:ST - R:ST",     "0 ",  
Average,,,"01:56.3124", "61.9322", "25.8016", "28.5786"
Best possible,,, "01:08.2880", "19.4170", "23.0900", "25.7810"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"toguapotobo"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.2360", "19.8750", "25.8520", "26.5090",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.0570", "19.7210", "24.9220", "26.4140",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8340", "19.9420", "23.4220", "26.4700",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2800", "19.8800", "24.1840", "26.2160",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:17.9070", "19.9780", "31.8820", "26.0470",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3970", "19.7280", "24.0120", "26.6570",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.9840", "19.9460", "25.5600", "27.4780",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:17.0350", "19.6100", "30.4160", "27.0090",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.2650", "19.6170", "23.2910", "26.3570",  "F:ST - R:ST",     "0 ",  
Average,,,"01:12.3328", "19.8108", "25.9490", "26.5730"
Best possible,,, "01:08.9480", "19.6100", "23.2910", "26.0470"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Viktor Nightingale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Cameron McIntyre"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nick Chin"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Law Loki"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ks"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Diego Domingo"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Skyp Cooper"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Genius"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"potatolad165"
No laps for this driver

