"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.1410", "19.7710", "22.8460", "26.5240",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9930", "19.8720", "23.3860", "26.7350",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5690", "19.9250", "22.8610", "26.7830",  "F:ST - R:ST",     "0 ",  
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.3380", "19.9100", "22.9330", "26.4950",  "F:ST - R:ST",     "0 ",  
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.3290", "19.6580", "23.3200", "26.3510",  "F:ST - R:ST",     "0 ",  
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9770", "19.9740", "23.4170", "26.5860",  "F:ST - R:ST",     "0 ",  
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.4030", "19.9190", "23.2250", "29.2590",  "F:ST - R:ST",     "0 ",  
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:31.3330", "41.8010", "22.9600", "26.5720",  "F:ST - R:ST",     "0 ",  
"16 ", vrc_formula_lithium_2023_csp, no,"0", "03:46.9180", "20.0170", "23.2700", "183.6310",  "F:ST - R:ST",     "0 ",  
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:15.5380", "25.4620", "23.6160", "26.4600",  "F:ST - R:ST",     "0 ",  
Average,,,"01:21.7429", "22.6546", "23.1359", "35.9524"
Best possible,,, "01:08.3910", "19.3830", "22.6880", "26.3200"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Miguel Soto"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "07:18.7650", "387.7970", "24.0940", "26.8740",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.9570", "19.5570", "23.3410", "26.0590",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.7160", "21.1080", "23.2960", "26.3120",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.6940", "20.4340", "23.7870", "26.4730",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:54.1760", "64.8340", "23.1930", "26.1490",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4200", "19.7940", "23.1920", "26.4340",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "02:45.4280", "114.0750", "24.8530", "26.5000",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8020", "20.2300", "23.1930", "26.3790",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "03:38.5890", "20.1570", "23.3720", "175.0600",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:19.1140", "23.1840", "29.0160", "26.9140",  "F:ST - R:ST",     "0 ",  
Average,,,"02:16.5661", "71.1170", "24.1337", "41.3154"
Best possible,,, "01:08.8080", "19.5570", "23.1920", "26.0590"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alexander Sze"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:01.8070", "60.1710", "28.0530", "33.5830",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3220", "20.4040", "23.3010", "26.6170",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:59.1800", "53.8270", "23.6830", "41.6700",  "F:ST - R:ST",     "0 ",  
Average,,,"01:43.7697", "44.8007", "25.0123", "33.9567"
Best possible,,, "01:10.3220", "20.4040", "23.3010", "26.6170"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"toguapotobo"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:26.6400", "32.9370", "25.6090", "28.0940",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:22.2410", "21.1590", "33.9290", "27.1530",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.8990", "20.5810", "24.0300", "27.2880",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:20.4840", "28.1840", "24.8680", "27.4320",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:37.3620", "46.2550", "24.5650", "26.5420",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:53.2650", "59.8760", "26.0650", "27.3240",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.4010", "19.9390", "24.0660", "27.3960",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.1720", "19.7560", "24.4940", "27.9220",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.2360", "20.3370", "23.7640", "27.1350",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:36.5170", "45.4910", "24.2280", "26.7980",  "F:ST - R:ST",     "0 ",  
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.3750", "20.0660", "24.1560", "27.1530",  "F:ST - R:ST",     "0 ",  
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:22.8470", "20.3700", "32.0300", "30.4470",  "F:ST - R:ST",     "0 ",  
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3330", "19.7440", "23.6790", "26.9100",  "F:ST - R:ST",     "0 ",  
"14 ", vrc_formula_lithium_2023_csp, no,"0", "03:53.2400", "181.7650", "24.5660", "26.9090",  "F:ST - R:ST",     "0 ",  
Average,,,"01:32.9294", "39.7471", "25.7178", "27.4645"
Best possible,,, "01:09.9650", "19.7440", "23.6790", "26.5420"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ali YARDIMCI"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:20.8530", "30.1830", "24.0830", "26.5870",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:34.5280", "45.0420", "23.2690", "26.2170",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "04:51.5790", "199.3380", "35.6040", "56.6370",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3610", "21.3120", "23.1930", "25.8560",  "F:ST - R:ST",     "0 ",  
Average,,,"02:14.3304", "73.9688", "26.5373", "33.8243"
Best possible,,, "01:10.3610", "21.3120", "23.1930", "25.8560"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"radspad113"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:43.7880", "105.7010", "30.3840", "27.7030",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "03:54.7370", "102.9510", "31.3470", "100.4390",  "F:ST - R:ST",     "0 ",  
Average,,,"03:19.2625", "104.3260", "30.8655", "64.0710"
Best possible,,, "02:41.0380", "102.9510", "30.3840", "27.7030"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Viktor Nightingale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Cameron McIntyre"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nick Chin"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Law Loki"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ks"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Diego Domingo"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Skyp Cooper"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Genius"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"potatolad165"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Veit Kolbe"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Darkzi"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Moskito1116"
No laps for this driver


Practice best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "01:06.6740", ""
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:07.0890", "0.415"
"bright", "vrc_formula_lithium_2023_csp", "01:07.1610", "0.487"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:07.2670", "0.593"
"novic", "vrc_formula_lithium_2023_csp", "01:07.2720", "0.598"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:07.2840", "0.61"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:07.2990", "0.625"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:07.3810", "0.707"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:07.4240", "0.75"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:07.4380", "0.764"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:07.4530", "0.779"
"novic", "vrc_formula_lithium_2023_csp", "01:07.4550", "0.781"
"novic", "vrc_formula_lithium_2023_csp", "01:07.4750", "0.801"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:07.5560", "0.882"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:07.5630", "0.889"
"novic", "vrc_formula_lithium_2023_csp", "01:07.5880", "0.914"
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "01:07.6840", "1.01"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:07.7160", "1.042"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:07.7260", "1.052"
"novic", "vrc_formula_lithium_2023_csp", "01:07.7460", "1.072"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "01:06.6740", ""
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:07.0890", "0.415"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:07.2670", "0.593"
"novic", "vrc_formula_lithium_2023_csp", "01:07.2720", "0.598"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:07.3810", "0.707"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:07.5630", "0.889"
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "01:07.6840", "1.01"
"cndelta", "vrc_formula_lithium_2023_csp", "01:07.9680", "1.294"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:08.2630", "1.589"
"Tareek", "vrc_formula_lithium_2023_csp", "01:08.3750", "1.701"
"Shane Ross", "vrc_formula_lithium_2023_csp", "01:08.5040", "1.83"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "01:08.9570", "2.283"
"Alexander Sze", "vrc_formula_lithium_2023_csp", "01:10.3220", "3.648"
"toguapotobo", "vrc_formula_lithium_2023_csp", "01:10.3330", "3.659"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "01:10.3610", "3.687"
"radspad113", "vrc_formula_lithium_2023_csp", "02:43.7880", "97.114"


Practice consistency
'======================
Driver, Vehicle, Consistency,
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "98.39%  1.086",
"cndelta", "vrc_formula_lithium_2023_csp", "98.29%  1.165",
"bright", "vrc_formula_lithium_2023_csp", "97.56%  1.6275",
"Shane Ross", "vrc_formula_lithium_2023_csp", "97.42%  1.7646",
"Josh Brookes", "vrc_formula_lithium_2023_csp", "97.41%  1.7702",
"novic", "vrc_formula_lithium_2023_csp", "96.89%  2.0898",
"Tareek", "vrc_formula_lithium_2023_csp", "96.35%  2.499",
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "95.85%  2.8044",
"Miguel Soto", "vrc_formula_lithium_2023_csp", "95.66%  2.9922",
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "93.99%  4.0323",
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "94.04%  4.0362",
"Nahteyue", "vrc_formula_lithium_2023_csp", "92.95%  4.7435",
"toguapotobo", "vrc_formula_lithium_2023_csp", "92.71%  5.1239",
"Alexander Sze", "vrc_formula_lithium_2023_csp", "-",
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "-",
"radspad113", "vrc_formula_lithium_2023_csp", "-",
"Viktor Nightingale", "vrc_formula_lithium_2023_csp", "-",
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "-",
"Nick Chin", "vrc_formula_lithium_2023_csp", "-",
"Law Loki", "vrc_formula_lithium_2023_csp", "-",
"Ks", "vrc_formula_lithium_2023_csp", "-",
"Diego Domingo", "vrc_formula_lithium_2023_csp", "-",
"Skyp Cooper", "vrc_formula_lithium_2023_csp", "-",
"Genius", "vrc_formula_lithium_2023_csp", "-",
"potatolad165", "vrc_formula_lithium_2023_csp", "-",
"Veit Kolbe", "vrc_formula_lithium_2023_csp", "-",
"Darkzi", "vrc_formula_lithium_2023_csp", "-",
"Moskito1116", "vrc_formula_lithium_2023_csp", "-",




Practice sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "18.9560", "-"
"novic", "vrc_formula_lithium_2023_csp", "18.9770", "0.0210"
"bright", "vrc_formula_lithium_2023_csp", "19.0110", "0.0550"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "19.0200", "0.0640"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "19.0670", "0.1110"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "19.0750", "0.1190"
"Nahteyue", "vrc_formula_lithium_2023_csp", "19.1080", "0.1520"
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "19.1870", "0.2310"
"cndelta", "vrc_formula_lithium_2023_csp", "19.2140", "0.2580"
"Tareek", "vrc_formula_lithium_2023_csp", "19.3660", "0.4100"
"Shane Ross", "vrc_formula_lithium_2023_csp", "19.3830", "0.4270"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "19.5570", "0.6010"
"toguapotobo", "vrc_formula_lithium_2023_csp", "19.7440", "0.7880"
"Alexander Sze", "vrc_formula_lithium_2023_csp", "20.4040", "1.4480"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "21.3120", "2.3560"
"radspad113", "vrc_formula_lithium_2023_csp", "102.9510", "83.9950"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "22.2610", "-"
"Nahteyue", "vrc_formula_lithium_2023_csp", "22.3830", "0.1220"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "22.4380", "0.1770"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "22.4770", "0.2160"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "22.4910", "0.2300"
"novic", "vrc_formula_lithium_2023_csp", "22.5400", "0.2790"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "22.5590", "0.2980"
"cndelta", "vrc_formula_lithium_2023_csp", "22.6700", "0.4090"
"Shane Ross", "vrc_formula_lithium_2023_csp", "22.6880", "0.4270"
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "22.7300", "0.4690"
"Tareek", "vrc_formula_lithium_2023_csp", "22.7660", "0.5050"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "23.1920", "0.9310"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "23.1930", "0.9320"
"Alexander Sze", "vrc_formula_lithium_2023_csp", "23.3010", "1.0400"
"toguapotobo", "vrc_formula_lithium_2023_csp", "23.6790", "1.4180"
"radspad113", "vrc_formula_lithium_2023_csp", "30.3840", "8.1230"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "25.2900", "-"
"novic", "vrc_formula_lithium_2023_csp", "25.4210", "0.1310"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "25.4440", "0.1540"
"Nahteyue", "vrc_formula_lithium_2023_csp", "25.4750", "0.1850"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "25.5460", "0.2560"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "25.5780", "0.2880"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "25.6050", "0.3150"
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "25.6860", "0.3960"
"Tareek", "vrc_formula_lithium_2023_csp", "25.8070", "0.5170"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "25.8560", "0.5660"
"cndelta", "vrc_formula_lithium_2023_csp", "25.9290", "0.6390"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "26.0590", "0.7690"
"Shane Ross", "vrc_formula_lithium_2023_csp", "26.3200", "1.0300"
"toguapotobo", "vrc_formula_lithium_2023_csp", "26.5420", "1.2520"
"Alexander Sze", "vrc_formula_lithium_2023_csp", "26.6170", "1.3270"
"radspad113", "vrc_formula_lithium_2023_csp", "27.7030", "2.4130"


Practice incidents
'======================
Date, Incident, Worth reviewing
"", "Mateusz Wasik reported contact with environment. Impact speed: 5.7751055",
"", "Tareek reported contact with environment. Impact speed: 1.3377054",
"", "Nahteyue reported contact with environment. Impact speed: 5.423813",
"", "Tareek reported contact with environment. Impact speed: 9.952165",
"", "Nahteyue reported contact with another vehicle Tareek. Impact speed: 2.7063704",
"", "Nahteyue reported contact with environment. Impact speed: 5.1617446",
"", "Tareek reported contact with another vehicle Nahteyue. Impact speed: 44.399475",
"", "Tareek reported contact with environment. Impact speed: 26.559896",
"", "Mateusz Wasik reported contact with environment. Impact speed: 4.662792",
"", "Mateusz Wasik reported contact with environment. Impact speed: 2.1871066",
"", "Mateusz Wasik reported contact with environment. Impact speed: 12.436133",
"", "bright reported contact with environment. Impact speed: 63.55409",
"", "bright reported contact with environment. Impact speed: 74.11708",
"", "bright reported contact with environment. Impact speed: 191.66698",
"", "bright reported contact with environment. Impact speed: 10.381061",
"", "bright reported contact with environment. Impact speed: 6.866194",
"", "Jens Beetsma reported contact with environment. Impact speed: 4.190879",
"", "Josh Brookes reported contact with environment. Impact speed: 8.397022",
"", "Jens Beetsma reported contact with environment. Impact speed: 1.1526924",
"", "Tareek reported contact with environment. Impact speed: 29.31488",
"", "Mateusz Wasik reported contact with environment. Impact speed: 10.658731",
"", "Mateusz Wasik reported contact with environment. Impact speed: 3.6876535",
"", "Mateusz Wasik reported contact with environment. Impact speed: 2.7330825",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 9.78969",
"", "Mateusz Wasik reported contact with environment. Impact speed: 5.794052",
"", "bright reported contact with environment. Impact speed: 7.704094",
"", "Mateusz Wasik reported contact with environment. Impact speed: 5.3981047",
"", "Nahteyue reported contact with environment. Impact speed: 3.3220356",
"", "Mateusz Wasik reported contact with environment. Impact speed: 17.205452",
"", "Colin Kinzer reported contact with environment. Impact speed: 20.247044",
"", "Mateusz Wasik reported contact with environment. Impact speed: 17.03202",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 10.061906",
"", "toguapotobo reported contact with environment. Impact speed: 4.141042",
"", "Miguel Soto reported contact with another vehicle Ali YARDIMCI. Impact speed: 11.88166",
"", "Nahteyue reported contact with environment. Impact speed: 24.04055",
"", "Alfie Bevan reported contact with environment. Impact speed: 7.7817535",
"", "Ali YARDIMCI reported contact with another vehicle Miguel Soto. Impact speed: 23.716694",
"", "Jens Beetsma reported contact with environment. Impact speed: 33.708927",
"", "Jens Beetsma reported contact with environment. Impact speed: 24.497408",
"", "Jens Beetsma reported contact with another vehicle Miguel Soto. Impact speed: 147.5504",
"", "Tareek reported contact with environment. Impact speed: 40.392857",
"", "Miguel Soto reported contact with another vehicle Jens Beetsma. Impact speed: 134.64241",
"", "Miguel Soto reported contact with environment. Impact speed: 22.660364",
"", "Jens Beetsma reported contact with another vehicle Miguel Soto. Impact speed: 0.8359523",
"", "Jens Beetsma reported contact with environment. Impact speed: 26.867504",
"", "bright reported contact with environment. Impact speed: 2.7801726",
"", "Mateusz Wasik reported contact with environment. Impact speed: 9.913452",
"", "Colin Kinzer reported contact with environment. Impact speed: 18.458015",
"", "Miguel Soto reported contact with environment. Impact speed: 15.527667",
"", "Colin Kinzer reported contact with environment. Impact speed: 2.8418505",
"", "Tareek reported contact with environment. Impact speed: 16.29071",
"", "Tareek reported contact with environment. Impact speed: 10.353239",
"", "bright reported contact with environment. Impact speed: 58.736404",
"", "toguapotobo reported contact with environment. Impact speed: 62.15936",
"", "Jens Beetsma reported contact with environment. Impact speed: 22.03053",
"", "Mateusz Wasik reported contact with environment. Impact speed: 13.151494",
"", "Tareek reported contact with environment. Impact speed: 117.08908",
"", "Mateusz Wasik reported contact with environment. Impact speed: 10.255988",
"", "Mateusz Wasik reported contact with environment. Impact speed: 7.3912477",
"", "Mateusz Wasik reported contact with environment. Impact speed: 5.9112687",
"", "Tareek reported contact with environment. Impact speed: 17.815975",
"", "Shane Ross reported contact with environment. Impact speed: 8.915836",
"", "Tareek reported contact with environment. Impact speed: 9.834998",
"", "Shane Ross reported contact with environment. Impact speed: 5.876038",
"", "Nahteyue reported contact with environment. Impact speed: 17.68332",
"", "bright reported contact with another vehicle toguapotobo. Impact speed: 76.76175",
"", "toguapotobo reported contact with another vehicle bright. Impact speed: 77.136055",
